ID,BudgetLevel,RPIO,BFY,Fund,FundName,BOC,BocName,Org,RC,DivisionName,Code,Amount,SubProject,NPM,NpmCode,ProgramProjectCode,ProgramProjectName,ProgramArea,ProgramAreaName,Goal,GoalName,Objective,ObjectiveName
567,7,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06,R06,103D11,12833000,,OLEM,D,11,HAZARDOUS WASTE,CG,CATEGORICAL GRANTS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
568,8,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06J,MULTIMEDIA DIVISION,103D11,12833000,,OLEM,D,11,HAZARDOUS WASTE,CG,CATEGORICAL GRANTS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
569,7,06,2018,E1,CATEGORICAL GRANTS,37,CONTRACTS,06,06,R06,103D24,0,,OLEM,D,24,BROWNFIELDS,CG,CATEGORICAL GRANTS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
570,7,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06,R06,103D24,3001211,,OLEM,D,24,BROWNFIELDS,CG,CATEGORICAL GRANTS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
571,8,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06L,SUPERFUND DIVISION,103D24,3001211,,OLEM,D,24,BROWNFIELDS,CG,CATEGORICAL GRANTS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
572,7,06,2018,E1,CATEGORICAL GRANTS,37,CONTRACTS,06,06,R06,104C09,0,,OSCPP,C,09,PESTICIDES PROGRAM,CG,CATEGORICAL GRANTS,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
573,7,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06,R06,104C09,1208900,,OSCPP,C,09,PESTICIDES PROGRAM,CG,CATEGORICAL GRANTS,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
574,8,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06J,MULTIMEDIA DIVISION,104C09,1208900,,OSCPP,C,09,PESTICIDES PROGRAM,CG,CATEGORICAL GRANTS,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
575,7,06,2018,E1,CATEGORICAL GRANTS,37,CONTRACTS,06,06,R06,104C10 CNS,0,CNS,OSCPP,C,10,LEAD GRANTS,CG,CATEGORICAL GRANTS,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
576,7,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06,R06,104C10 CNS,1197000,CNS,OSCPP,C,10,LEAD GRANTS,CG,CATEGORICAL GRANTS,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
577,8,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06J,MULTIMEDIA DIVISION,104C10 CNS,1197000,CNS,OSCPP,C,10,LEAD GRANTS,CG,CATEGORICAL GRANTS,1,CORE MISSION,04,STREAMLINE AND MODERNIZE
578,7,06,2018,E1,CATEGORICAL GRANTS,37,CONTRACTS,06,06,R06,201C13 CNS,0,CNS,OSCPP,C,13,POLLUTION PREVENTION,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
579,7,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06,R06,201C13 CNS,449800,CNS,OSCPP,C,13,POLLUTION PREVENTION,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
580,8,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06J,MULTIMEDIA DIVISION,201C13 CNS,449800,CNS,OSCPP,C,13,POLLUTION PREVENTION,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
581,7,06,2018,E1,CATEGORICAL GRANTS,37,CONTRACTS,06,06,R06,201E12,0,,OECA,E,12,PESTICIDES ENFORCEMENT,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
582,7,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06,R06,201E12,1872000,,OECA,E,12,PESTICIDES ENFORCEMENT,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
583,8,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06J,MULTIMEDIA DIVISION,201E12,1872000,,OECA,E,12,PESTICIDES ENFORCEMENT,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
584,7,06,2018,E1,CATEGORICAL GRANTS,37,CONTRACTS,06,06,R06,201E14 AP,0,AP,OECA,E,14,TOXICS COMPLIANCE,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
585,7,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06,R06,201E14 AP,454000,AP,OECA,E,14,TOXICS COMPLIANCE,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
586,8,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06M,ENFORCEMENT DIVISION,201E14 AP,454000,AP,OECA,E,14,TOXICS COMPLIANCE,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
587,7,06,2018,E1,CATEGORICAL GRANTS,37,CONTRACTS,06,06,R06,201E14 LD,0,AP,OECA,E,14,TOXICS COMPLIANCE,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
588,7,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06,R06,201E14 LD,46000,LD,OECA,E,14,TOXICS COMPLIANCE,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
589,8,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06J,MULTIMEDIA DIVISION,201E14 LD,46000,LD,OECA,E,14,TOXICS COMPLIANCE,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
590,7,06,2018,E1,CATEGORICAL GRANTS,37,CONTRACTS,06,06,R06,201L15,0,,OITA,L,15,TRIBAL GRANTS,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
591,7,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06,R06,201L15,7322000,,OITA,L,15,TRIBAL GRANTS,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
592,8,06,2018,E1,CATEGORICAL GRANTS,41,GRANTS,06,06F,ENVIRONMENTAL JUSTICE,201L15,7322000,,OITA,L,15,TRIBAL GRANTS,CG,CATEGORICAL GRANTS,2,COOPERATIVE FEDERALISM,01,COMPLIANCE WITH THE LAW
593,7,06,2018,E2,CLEAN WATER SRF,37,CONTRACTS,06,06,R06,102B80,2493400,,OW,B,80,CLEAN WATER SRF,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
594,7,06,2018,E2,CLEAN WATER SRF,41,GRANTS,06,06,R06,102B80,123588000,,OW,B,80,CLEAN WATER SRF,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
595,8,06,2018,E2,CLEAN WATER SRF,41,GRANTS,06,06K,WATER DIVISION,102B80,123588000,,OW,B,80,CLEAN WATER SRF,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
596,7,06,2018,E3,DRINKING WATER SRF,37,CONTRACTS,06,06,R06,102B81,0,,OW,B,81,DRINKING WATER SRF,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
597,7,06,2018,E3,DRINKING WATER SRF,41,GRANTS,06,06,R06,102B81,149383000,,OW,B,81,DRINKING WATER SRF,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
598,8,06,2018,E3,DRINKING WATER SRF,41,GRANTS,06,06K,WATER DIVISION,102B81,149383000,,OW,B,81,DRINKING WATER SRF,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
599,7,06,2018,E4,SPECIAL PROJECTS,37,CONTRACTS,06,06,R06,102B82,0,,OW,B,82,MEXICO BORDER,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
600,7,06,2018,E4,SPECIAL PROJECTS,41,GRANTS,06,06,R06,102B82,5863200,,OW,B,82,MEXICO BORDER,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
601,8,06,2018,E4,SPECIAL PROJECTS,41,GRANTS,06,06K,WATER DIVISION,102B82,5863200,,OW,B,82,MEXICO BORDER,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,02,CREATE CONSISTENCY AND CERTAINTY
602,7,06,2018,E4,SPECIAL PROJECTS,37,CONTRACTS,06,06,R06,103D79,96000,,OLEM,D,79,BROWNFIELDS,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
603,7,06,2018,E4,SPECIAL PROJECTS,41,GRANTS,06,06,R06,103D79,0,,OLEM,D,79,BROWNFIELDS,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
604,8,06,2018,E4,SPECIAL PROJECTS,37,CONTRACTS,06,06L,SUPERFUND DIVISION,103D79,96000,,OLEM,D,79,BROWNFIELDS,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
605,8,06,2018,E4,SPECIAL PROJECTS,37,CONTRACTS,0600AG7,06L,SUPERFUND DIVISION,103D79,350000,,OLEM,D,79,BROWNFIELDS,STAG,STATE AND TRIBAL ASSISTANCE GRANTS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
606,7,06,2018,F,LUST,10,PAYROLL,06,06,R06,103D86,293000,,OLEM,D,86,LUST,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
607,7,06,2018,F,LUST,17,FTE,06,06,R06,103D86,2.3,,OLEM,D,86,LUST,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
608,7,06,2018,F,LUST,21,TRAVEL,06,06,R06,103D86,25000,,OLEM,D,86,LUST,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
609,8,06,2018,F,LUST,21,TRAVEL,06,06R,REGIONAL RESERVE,103D86,0,,OLEM,D,86,LUST,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
610,8,06,2018,F,LUST,21,TRAVEL,06,06J,MULTIMEDIA DIVISION,103D86,15000,,OLEM,D,86,LUST,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
611,7,06,2018,F,LUST,38,WCF,06,06,R06,103D86,9000,,OLEM,D,86,LUST,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
612,8,06,2018,F,LUST,38,WCF,06,06G,WORKING CAPITAL,103D86,9000,,OLEM,D,86,LUST,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
613,7,06,2018,F,LUST,41,GRANTS,06,06,R06,103D87,5320017,,OLEM,D,87,LUST COOPERATIVE,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
614,8,06,2018,F,LUST,41,GRANTS,06,06J,MULTIMEDIA DIVISION,103D87,5320017,,OLEM,D,87,LUST COOPERATIVE,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
615,7,06,2018,F,LUST,41,GRANTS,06,06,R06,103DJ6,3425064,,OLEM,D,J6,LUST PREVENTION,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
616,8,06,2018,F,LUST,41,GRANTS,06,06J,MULTIMEDIA DIVISION,103DJ6,3425064,,OLEM,D,J6,LUST PREVENTION,LUST,UNDERGROUND STORAGE TANKS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
617,7,06,2018,F,LUST,10,PAYROLL,06,06,R06,301E44,39000,W2 PROGRAMMATIC SUPPORT,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
618,7,06,2018,F,LUST,17,FTE,06,06,R06,301E44,0.3,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
619,7,06,2018,F,LUST,36,EXPENSES,06,06,R06,301E44,10000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
620,8,06,2018,F,LUST,36,EXPENSES,06,06G,WORKING CAPITAL,301E44,10000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
621,7,06,2018,F,LUST,38,WCF,06,06,R06,301E44,1000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
622,8,06,2018,F,LUST,38,WCF,06,06G,WORKING CAPITAL,301E44,1000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
623,7,06,2018,F,LUST,38,WCF,06,06,R06,305GF2,1000,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
624,8,06,2018,F,LUST,38,WCF,06,06G,WORKING CAPITAL,305GF2,1000,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
625,7,06,2018,F,LUST,37,CONTRACTS,06,06,R06,305GF2 09,10000,09 FACILITY OPERATIONS,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
626,8,06,2018,F,LUST,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,305GF2 09,9235,09 FACILITY OPERATIONS,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
627,7,06,2018,F,LUST,10,PAYROLL,06,06,R06,305GF2X04,4000,04 TRANSIT SUBSIDY,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
628,7,06,2018,F,LUST,10,PAYROLL,06,06,R06,305JE5,16000,,OCFO,J,E5,BUDGET & FINANCE,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
629,7,06,2018,F,LUST,17,FTE,06,06,R06,305JE5,0.3,,OCFO,J,E5,BUDGET & FINANCE,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
630,7,06,2018,H,OIL SPILL,10,PAYROLL,06,06,R06,103D91,1235000,,OLEM,D,91,OIL SPILL,OIL,OIL,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
631,7,06,2018,H,OIL SPILL,17,FTE,06,06,R06,103D91,7.4,,OLEM,D,91,OIL SPILL,OIL,OIL,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
632,7,06,2018,H,OIL SPILL,21,TRAVEL,06,06,R06,103D91,65000,,OLEM,D,91,OIL SPILL,OIL,OIL,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
633,8,06,2018,H,OIL SPILL,21,TRAVEL,06,06R,REGIONAL RESERVE,103D91,0,,OLEM,D,91,OIL SPILL,OIL,OIL,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
634,8,06,2018,H,OIL SPILL,21,TRAVEL,06,06L,SUPERFUND DIVISION,103D91,65000,,OLEM,D,91,OIL SPILL,OIL,OIL,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
635,7,06,2018,H,OIL SPILL,37,CONTRACTS,06,06,R06,103D91,60000,,OLEM,D,91,OIL SPILL,OIL,OIL,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
636,8,06,2018,H,OIL SPILL,37,CONTRACTS,06,06L,SUPERFUND DIVISION,103D91,60000,,OLEM,D,91,OIL SPILL,OIL,OIL,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
637,7,06,2018,H,OIL SPILL,38,WCF,06,06,R06,103D91,37000,,OLEM,D,91,OIL SPILL,OIL,OIL,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
638,8,06,2018,H,OIL SPILL,38,WCF,06,06G,WORKING CAPITAL,103D91,37000,,OLEM,D,91,OIL SPILL,OIL,OIL,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
639,7,06,2018,H,OIL SPILL,10,PAYROLL,06,06,R06,301E44,161000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
640,7,06,2018,H,OIL SPILL,17,FTE,06,06,R06,301E44,1,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
641,7,06,2018,H,OIL SPILL,21,TRAVEL,06,06,R06,301E44,1000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
642,8,06,2018,H,OIL SPILL,21,TRAVEL,06,06R,REGIONAL RESERVE,301E44,1000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,03,PRIORITIZE ROBUST SCIENCE
643,7,06,2018,H,OIL SPILL,38,WCF,06,06,R06,301E44,5000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
644,8,06,2018,H,OIL SPILL,38,WCF,06,06G,WORKING CAPITAL,301E44,5000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,03,PRIORITIZE ROBUST SCIENCE
645,7,06,2018,H,OIL SPILL,10,PAYROLL,06,06,R06,305GF2X04,8000,04 TRANSIT SUBSIDY,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
646,7,06,2018,T,SUPERFUND,10,PAYROLL,06,06,R06,103D72,629000,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
647,7,06,2018,T,SUPERFUND,17,FTE,06,06,R06,103D72,3.9,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
648,7,06,2018,T,SUPERFUND,21,TRAVEL,06,06,R06,103D72,61000,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
649,8,06,2018,T,SUPERFUND,21,TRAVEL,06,06X,EXTERNAL AFFAIRS,103D72,508.56,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
650,8,06,2018,T,SUPERFUND,21,TRAVEL,06,06N,WORKFORCE SUPPORT,103D72,20867,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
651,8,06,2018,T,SUPERFUND,21,TRAVEL,06,06L,SUPERFUND DIVISION,103D72,17200,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
652,8,06,2018,T,SUPERFUND,21,TRAVEL,06,06C,MANAGEMENT DIVISION,103D72,21013,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
653,7,06,2018,T,SUPERFUND,36,EXPENSES,06,06,R06,103D72,56000,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
654,8,06,2018,T,SUPERFUND,36,EXPENSES,06,06L,SUPERFUND DIVISION,103D72,56000,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
655,7,06,2018,T,SUPERFUND,38,WCF,06,06,R06,103D72,2000,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
656,8,06,2018,T,SUPERFUND,38,WCF,06,06G,WORKING CAPITAL,103D72,2000,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
657,7,06,2018,T,SUPERFUND,41,GRANTS,06,06,R06,103D72,0,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
658,7,06,2018,T,SUPERFUND,37,CONTRACTS,06,06,R06,103D72,30000,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
659,8,06,2018,T,SUPERFUND,37,CONTRACTS,06,06L,SUPERFUND DIVISION,103D72,30000,,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
660,7,06,2018,T,SUPERFUND,36,EXPENSES,06,06,R06,103D72 W2,0,W2 PROGRAMMATIC SUPPORT,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
661,7,06,2018,T,SUPERFUND,37,CONTRACTS,06,06,R06,103D72 W2,3000,W2 PROGRAMMATIC SUPPORT,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
662,8,06,2018,T,SUPERFUND,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,103D72 W2,3000,W2 PROGRAMMATIC SUPPORT,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
663,7,06,2018,T,SUPERFUND,41,GRANTS,06,06,R06,103D72 W2,0,W2 PROGRAMMATIC SUPPORT,OLEM,D,72,HOMELAND SECURITY,HS,HOMELAND SECURITY,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
664,7,06,2018,T,SUPERFUND,10,PAYROLL,06,06,R06,103DC6,2560000,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
665,7,06,2018,T,SUPERFUND,17,FTE,06,06,R06,103DC6,19.9,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
666,7,06,2018,T,SUPERFUND,21,TRAVEL,06,06,R06,103DC6,65000,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
667,8,06,2018,T,SUPERFUND,21,TRAVEL,06,06R,REGIONAL RESERVE,103DC6,0,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
668,8,06,2018,T,SUPERFUND,21,TRAVEL,06,06L,SUPERFUND DIVISION,103DC6,22750,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
669,7,06,2018,T,SUPERFUND,28,SITE TRAVEL,06,06,R06,103DC6,50000,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
670,8,06,2018,T,SUPERFUND,28,SITE TRAVEL,06,06L,SUPERFUND DIVISION,103DC6,50000,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
671,7,06,2018,T,SUPERFUND,36,EXPENSES,06,06,R06,103DC6,0,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
672,7,06,2018,T,SUPERFUND,37,CONTRACTS,06,06,R06,103DC6,0,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
673,7,06,2018,T,SUPERFUND,38,WCF,06,06,R06,103DC6,84000,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
674,8,06,2018,T,SUPERFUND,38,WCF,06,06G,WORKING CAPITAL,103DC6,84000,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
675,7,06,2018,T,SUPERFUND,41,GRANTS,06,06,R06,103DC6,0,,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
676,7,06,2018,T,SUPERFUND,36,EXPENSES,06,06,R06,103DC6 W2,10000,W2 PROGRAMMATIC SUPPORT,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
677,8,06,2018,T,SUPERFUND,36,EXPENSES,06,06N,WORKFORCE SUPPORT,103DC6 W2,10000,W2 PROGRAMMATIC SUPPORT,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
678,7,06,2018,T,SUPERFUND,37,CONTRACTS,06,06,R06,103DC6 W2,5000,W2 PROGRAMMATIC SUPPORT,OLEM,D,C6,EMERGENCY RESPONSE,SF,SUPERFUND CLEANUP,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
