ID,BudgetLevel,RPIO,BFY,Fund,FundName,BOC,BocName,Org,RC,DivisionName,Code,Amount,SubProject,NPM,NpmCode,ProgramProjectCode,ProgramProjectName,ProgramArea,ProgramAreaName,Goal,GoalName,Objective,ObjectiveName
400,8,06,2018,B,EPM,21,TRAVEL,06,06D,REGIONAL COUNSEL,301E44,25532,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
401,8,06,2018,B,EPM,21,TRAVEL,06,06A,REGIONAL ADMINISTRATOR,301E44,0,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
402,8,06,2018,B,EPM,21,TRAVEL,06,06C,MANAGEMENT DIVISION,301E44,0,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
403,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,301E44,0,,OECA,E,43,BROWNFIELDS,BF,BROWNFIELDS,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
404,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,301E44,3000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
405,8,06,2018,B,EPM,36,EXPENSES,06,06M,ENFORCEMENT DIVISION,301E44,3000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
406,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,301E44,45000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
407,8,06,2018,B,EPM,37,CONTRACTS,06,06M,ENFORCEMENT DIVISION,301E44,37000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
408,7,06,2018,B,EPM,38,WCF,06,06,R06,301E44,435000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
409,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,301E44,435000,,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
410,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,301E44 W2,1000,W2 PROGRAMMATIC SUPPORT,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
412,8,06,2018,B,EPM,36,EXPENSES,06,06N,WORKFORCE SUPPORT,301E44 W2,1000,W2 PROGRAMMATIC SUPPORT,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
413,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,301E44 W2,55000,W2 PROGRAMMATIC SUPPORT,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
414,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,301E44 W2,55000,W2 PROGRAMMATIC SUPPORT,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,1,CORE MISSION,03,PRIORITIZE ROBUST SCIENCE
415,7,06,2018,B,EPM,41,GRANTS,06,06,R06,301E44 W2,0,W2 PROGRAMMATIC SUPPORT,OECA,E,44,CIVIL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
416,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,301E52,0,,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
417,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,301E52,0,,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
418,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,301E52,0,,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
419,7,06,2018,B,EPM,38,WCF,06,06,R06,301E52,0,,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
420,7,06,2018,B,EPM,41,GRANTS,06,06,R06,301E52,0,,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
421,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,301E52 W2,2000,W2 PROGRAMMATIC SUPPORT,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
422,8,06,2018,B,EPM,36,EXPENSES,06,06N,WORKFORCE SUPPORT,301E52 W2,2000,W2 PROGRAMMATIC SUPPORT,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
423,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,301E52 W2,12000,W2 PROGRAMMATIC SUPPORT,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
424,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,301E52 W2,12000,W2 PROGRAMMATIC SUPPORT,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
425,7,06,2018,B,EPM,41,GRANTS,06,06,R06,301E52 W2,0,W2 PROGRAMMATIC SUPPORT,OECA,E,52,CRIMINAL ENFORCEMENT,ENF,ENFORCEMENT,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
426,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,302NF9,2066000,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
427,7,06,2018,B,EPM,17,FTE,06,06,R06,302NF9,10.6,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
428,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,302NF9,6000,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
429,8,06,2018,B,EPM,21,TRAVEL,06,06D,REGIONAL COUNSEL,302NF9,6000,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
430,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,302NF9,0,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
431,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,302NF9,0,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
432,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,302NF9,0,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
433,7,06,2018,B,EPM,38,WCF,06,06,R06,302NF9,35000,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
434,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,302NF9,35000,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
435,7,06,2018,B,EPM,41,GRANTS,06,06,R06,302NF9,0,,OGC,N,F9,LEGAL PROGRAM,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,02,CREATE CONSISTENCY AND CERTAINTY
436,7,06,2018,B,EPM,17,FTE,06,06,R06,303MG4,0,,OA,M,G4,REGIONAL TECHNOLOGY,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,03,PRIORITIZE ROBUST SCIENCE
437,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,303MG4,0,,OA,M,G4,REGIONAL TECHNOLOGY,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,03,PRIORITIZE ROBUST SCIENCE
438,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,303MG4,84000,,OA,M,G4,REGIONAL TECHNOLOGY,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,03,PRIORITIZE ROBUST SCIENCE
439,8,06,2018,B,EPM,36,EXPENSES,06,06C,MANAGEMENT DIVISION,303MG4,84000,,OA,M,G4,REGIONAL TECHNOLOGY,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,04,STREAMLINE AND MODERNIZE
440,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,303MG4,0,,OA,M,G4,REGIONAL TECHNOLOGY,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,03,PRIORITIZE ROBUST SCIENCE
441,7,06,2018,B,EPM,38,WCF,06,06,R06,303MG4,0,,OA,M,G4,REGIONAL TECHNOLOGY,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,03,PRIORITIZE ROBUST SCIENCE
442,7,06,2018,B,EPM,41,GRANTS,06,06,R06,303MG4,0,,OA,M,G4,REGIONAL TECHNOLOGY,LSRE,LEGAL SCIENCE REGULATORY ECONOMIC REVIEW,3,RULE OF LAW,03,PRIORITIZE ROBUST SCIENCE
443,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,305GF2,1227000,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
444,7,06,2018,B,EPM,17,FTE,06,06,R06,305GF2,8.2,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
445,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,305GF2,67000,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
446,8,06,2018,B,EPM,21,TRAVEL,06,06X,EXTERNAL AFFAIRS,305GF2,19272,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
447,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,305GF2,0,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
448,8,06,2018,B,EPM,21,TRAVEL,06,06N,WORKFORCE SUPPORT,305GF2,42352,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
449,7,06,2018,B,EPM,38,WCF,06,06,R06,305GF2,418000,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
450,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,305GF2,418000,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
451,7,06,2018,B,EPM,41,GRANTS,06,06,R06,305GF2,0,,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
452,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305GF2 09,907000,09 FACILITY OPERATIONS,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
453,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,305GF2 09,860056,09 FACILITY OPERATIONS,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
454,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305GF2 12,172000,12 HEALTH & SAFETY,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
455,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,305GF2 12,172000,12 HEALTH & SAFETY,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
456,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,305GF2 W1,0,W1 GENERAL SUPPORT,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
457,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305GF2 W1,207000,W1 GENERAL SUPPORT,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
458,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,305GF2 W1,207000,W1 GENERAL SUPPORT,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
459,7,06,2018,B,EPM,41,GRANTS,06,06,R06,305GF2 W1,0,W1 GENERAL SUPPORT,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
460,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,305GF2 W2,0,W2 PROGRAMMATIC SUPPORT,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
461,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305GF2 W2,21000,W2 PROGRAMMATIC SUPPORT,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
462,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,305GF2 W2,21000,W2 PROGRAMMATIC SUPPORT,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
463,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,305GF2X02,273000,02 UTILITIES,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
464,8,06,2018,B,EPM,36,EXPENSES,06,06N,WORKFORCE SUPPORT,305GF2X02,273000,02 UTILITIES,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
465,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305GF2X03,105000,03 SECURITY,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
466,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,305GF2X03,105000,03 SECURITY,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
467,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,305GF2X04,291000,04 TRANSIT SUBSIDY,OARM,G,F2,FACILITIES & OPERATIONS,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
468,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,305GF3,203000,,OARM,G,F3,ACQUISITION MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
469,7,06,2018,B,EPM,17,FTE,06,06,R06,305GF3,1.3,,OARM,G,F3,ACQUISITION MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
470,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,305GF3,0,,OARM,G,F3,ACQUISITION MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
471,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,305GF3,0,,OARM,G,F3,ACQUISITION MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
472,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305GF3,0,,OARM,G,F3,ACQUISITION MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
473,7,06,2018,B,EPM,38,WCF,06,06,R06,305GF3,0,,OARM,G,F3,ACQUISITION MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
474,7,06,2018,B,EPM,41,GRANTS,06,06,R06,305GF3,0,,OARM,G,F3,ACQUISITION MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,01,COMPLIANCE WITH THE LAW
475,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,305GF5,633000,,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
476,7,06,2018,B,EPM,17,FTE,06,06,R06,305GF5,3.3,,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
477,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,305GF5,0,,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
478,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,305GF5,0,,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
479,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305GF5,74000,,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
480,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,305GF5,74000,,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
481,7,06,2018,B,EPM,38,WCF,06,06,R06,305GF5,3000,,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
482,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,305GF5,3000,,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
483,7,06,2018,B,EPM,41,GRANTS,06,06,R06,305GF5,0,,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
484,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305GF5X52,3000,52 SIGN LANUAGE,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
485,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,305GF5X52,3000,52 SIGN LANUAGE,OARM,G,F5,HR MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
486,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,305GG7,731000,,OARM,G,G7,IAG MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
487,7,06,2018,B,EPM,17,FTE,06,06,R06,305GG7,4.4,,OARM,G,G7,IAG MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
488,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,305GG7,0,,OARM,G,G7,IAG MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
489,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,305GG7,0,,OARM,G,G7,IAG MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
490,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305GG7,0,,OARM,G,G7,IAG MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
491,7,06,2018,B,EPM,38,WCF,06,06,R06,305GG7,0,,OARM,G,G7,IAG MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
492,7,06,2018,B,EPM,41,GRANTS,06,06,R06,305GG7,0,,OARM,G,G7,IAG MANAGEMENT,O&A,OPERATIONS AND ADMINISTRATION,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
493,7,06,2018,B,EPM,10,PAYROLL,06,06,R06,305HF8,2873000,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
494,7,06,2018,B,EPM,17,FTE,06,06,R06,305HF8,17,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
495,7,06,2018,B,EPM,21,TRAVEL,06,06,R06,305HF8,16000,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
496,8,06,2018,B,EPM,21,TRAVEL,06,06R,REGIONAL RESERVE,305HF8,0,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
497,8,06,2018,B,EPM,21,TRAVEL,06,06N,WORKFORCE SUPPORT,305HF8,16000,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
498,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,305HF8,5000,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
499,8,06,2018,B,EPM,36,EXPENSES,06,06N,WORKFORCE SUPPORT,305HF8,5000,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
500,7,06,2018,B,EPM,37,CONTRACTS,06,06,R06,305HF8,414583,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
501,8,06,2018,B,EPM,37,CONTRACTS,06,06N,WORKFORCE SUPPORT,305HF8,414583,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
502,7,06,2018,B,EPM,38,WCF,06,06,R06,305HF8,152000,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
503,8,06,2018,B,EPM,38,WCF,06,06G,WORKING CAPITAL,305HF8,152000,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
504,7,06,2018,B,EPM,41,GRANTS,06,06,R06,305HF8,71000,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
505,8,06,2018,B,EPM,41,GRANTS,06,06N,WORKFORCE SUPPORT,305HF8,71000,,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
506,7,06,2018,B,EPM,36,EXPENSES,06,06,R06,305HF8 W1,250000,W1 GENERAL SUPPORT,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
507,8,06,2018,B,EPM,36,EXPENSES,06,06N,WORKFORCE SUPPORT,305HF8 W1,250000,W1 GENERAL SUPPORT,OEI,H,F8,IT DATA,ITDMS,IT DATA MANAGEMENT SECURITY,3,RULE OF LAW,05,IMPROVE EFFICIENCY AND EFFECTIVENESS
